     **************************************************
     *                PROGRAM  RRKM                   *
     *              E. Martinez-Nunez                 *
     *       Departamento de Quimica Fisica           *
     *  Universidad de Santiago de Compostela(Spain)  *
     **************************************************


   Reverse via TS10 for process 3 1          5.2856 150        


   Energia critica   =  54.73kcal/mol
   Energia rotacional=   0.00kcal/mol
   Energia mas alta  = 161.18kcal/mol


   Rotores libres del reactivo= 0       Rotores libres del TS= 0



   Teoria rrkm armonica cuantica


   Frecuencias vibracionales del reactivo
   ======================================
       frec    1      467  cm-1
       frec    2      523  cm-1
       frec    3      591  cm-1
       frec    4      818  cm-1
       frec    5      847  cm-1
       frec    6     1242  cm-1
       frec    7     1340  cm-1
       frec    8     2737  cm-1
       frec    9     2763  cm-1


   Energia del punto cero en el re=    16.19kcal/mol


   Frecuencias vibracionales del estado de transicion
   ==================================================
       frec    1      326  cm-1
       frec    2      473  cm-1
       frec    3      523  cm-1
       frec    4     1077  cm-1
       frec    5     1256  cm-1
       frec    6     1567  cm-1
       frec    7     2472  cm-1
       frec    8     2788  cm-1


   Energia del punto cero en el TS=    14.98kcal/mol




     Energia      k(E,J)/s-1
        26540              4661347908.
        26550              4648179146.
        26560              4685685028.
        26570              4723829435.
        26580              4700066278.
        26590              4756931901.
        26600              4788490130.
        26610              4750417345.
        26620              4813824086.
        26630              4846547002.
        26640              4817957433.
        26650              4883413802.
        26660              4895313102.
        26670              4891320324.
        26680              4944530088.
        26690              4958816542.
        26700              4961757729.
        26710              5009089953.
        26720              5021120966.
        26730              5026638638.
        26740              5063518994.
        26750              5079288971.
        26760              5090674916.
        26770              5136242681.
        26780              5141537546.
        26790              5144147369.
        26800              5207865087.
        26810              5204222068.
        26820              5218023457.
        26830              5278001015.
        26840              5263356885.
        26850              5287350066.
        26860              5340720463.
        26870              5329608136.
        26880              5367674354.
        26890              5399587944.
        26900              5397855437.
        26910              5436186893.
        26920              5453283377.
        26930              5461129826.
        26940              5505590477.
        26950              5522510446.
        26960              5535202962.
        26970              5567838159.
        26980              5597473485.
        26990              5599887297.
        27000              5642337073.
        27010              5668528601.
        27020              5671249683.
        27030              5717569063.
        27040              5734102772.
        27050              5733650952.
        27060              5794993740.
        27070              5801343949.
        27080              5811179584.
        27090              5860936563.
        27100              5849997915.
        27110              5888015566.
        27120              5936878951.
        27130              5922974342.
        27140              5966853064.
        27150              6002539789.
        27160              5993610815.
        27170              6041430038.
        27180              6077439356.
        27190              6074720873.
        27200              6108943512.
        27210              6149817914.
        27220              6146304040.
        27230              6174250327.
        27240              6222080703.
        27250              6221558338.
        27260              6258376312.
        27270              6293021164.
        27280              6281563492.
        27290              6339297570.
        27300              6363273852.
        27310              6365115415.
        27320              6427605172.
        27330              6429851497.
        27340              6443384380.
        27350              6509595641.
        27360              6496059287.
        27370              6521969408.
        27380              6583395755.
        27390              6577464377.
        27400              6598448437.
        27410              6643084005.
        27420              6657579169.
        27430              6681517714.
        27440              6727620318.
        27450              6738461469.
        27460              6758163648.
        27470              6800731003.
        27480              6812461414.
        27490              6844441389.
        27500              6889594368.
        27510              6881801948.
        27520              6931402274.
        27530              6964294261.
        27540              6952440335.
        27550              7021866796.
        27560              7042979056.
        27570              7033029176.
        27580              7105622006.
        27590              7113094857.
        27600              7117781222.
        27610              7191420364.
        27620              7193647172.
        27630              7206928857.
        27640              7268189915.
        27650              7276440298.
        27660              7291815242.
        27670              7350790725.
        27680              7356599976.
        27690              7371647576.
        27700              7439521754.
        27710              7431980887.
        27720              7443567014.
        27730              7537195175.
        27740              7518560834.
        27750              7533887029.
        27760              7618099333.
        27770              7593188528.
        27780              7623680152.
        27790              7709653146.
        27800              7674138334.
        27810              7722470583.
        27820              7780266555.
        27830              7760671505.
        27840              7811824106.
        27850              7857424648.
        27860              7849337354.
        27870              7903711164.
        27880              7943854080.
        27890              7931699343.
        27900              7987633263.
        27910              8036501903.
        27920              8023626971.
        27930              8082499316.
        27940              8129119408.
        27950              8095296228.
        27960              8176604941.
        27970              8226681237.
        27980              8187087358.
        27990              8265672355.
        28000              8301142524.
        28010              8284624692.
        28020              8358689923.
        28030              8379684313.
        28040              8386887315.
        28050              8454162067.
        28060              8466709130.
        28070              8482758081.
        28080              8539038474.
        28090              8554721838.
        28100              8588114323.
        28110              8635772748.
        28120              8649497751.
        28130              8668752019.
        28140              8730589008.
        28150              8738206458.
        28160              8762910977.
        28170              8831906164.
        28180              8828273776.
        28190              8858908254.
        28200              8918121884.
        28210              8919002447.
        28220              8968887309.
        28230              9015067366.
        28240              9014601886.
        28250              9073446039.
        28260              9091632432.
        28270              9110942836.
        28280              9181763069.
        28290              9187774383.
        28300              9212273647.
        28310              9272937796.
        28320              9280481193.
        28330              9307487183.
        28340              9363800147.
        28350              9382324430.
        28360              9409101467.
        28370              9461086703.
        28380              9474878424.
        28390              9504539257.
        28400              9569074469.
        28410              9578735246.
        28420              9607552136.
        28430              9670360407.
        28440              9661769416.
        28450              9715639738.
        28460              9776559011.
        28470              9753423340.
        28480              9826565272.
        28490              9874837684.
        28500              9851248194.
        28510              9925915599.
